400	897.1364
401.2515	1055.9918
402.503	1156.4233
403.7545	1163.4102
405.006	1129.3942
406.2576	981.0371
407.5091	817.1304
408.7606	676.3961
410.0121	555.5786
411.2636	461.4374
412.5151	398.8546
413.7667	354.3188
415.0182	304.3212
416.2697	271.7839
417.5212	245.1613
418.7727	220.339
420.0242	196.5782
421.2757	181.1674
422.5273	177.9626
423.7788	146.0773
425.0303	152.4547
426.2818	143.3775
427.5333	133.6543
428.7848	127.7641
430.0363	126.101
431.2878	126.0614
432.5394	118.2737
433.7909	122.4626
435.0424	109.5756
436.2939	103.189
437.5454	101.7877
438.7969	100.5106
440.0484	97.1249
441.3	91.3174
442.5515	82.1568
443.803	92.5571
445.0545	92.7985
446.306	85.8636
447.5575	85.2526
448.8091	92.2842
450.0605	90.5208
451.3121	77.9456
452.5636	71.4107
453.8151	68.4558
455.0666	68.8399
456.3181	69.3691
457.5696	70.9467
458.8212	75.7866
460.0727	77.125
461.3242	67.1226
462.5757	71.2734
463.8272	66.2491
465.0787	66.5261
466.3302	70.9399
467.5818	70.8622
468.8333	69.0441
470.0848	63.3546
471.3363	58.0754
472.5878	62.1442
473.8393	66.587
475.0909	68.928
476.3423	72.0888
477.5939	74.946
478.8454	60.3374
480.0969	71.0478
481.3484	66.7775
482.5999	68.9647
483.8514	71.5796
485.1029	66.5303
486.3545	59.96
487.606	69.8688
488.8575	68.919
490.109	73.8715
491.3605	71.0231
492.612	66.4071
493.8636	62.3796
495.1151	63.0084
496.3666	69.6466
497.6181	68.0497
498.8696	73.6631
500.1211	61.3828
501.3726	70.3047
502.6241	82.4824
503.8756	83.3334
505.1272	78.386
506.3787	82.3908
507.6302	73.2177
508.8817	73.7775
510.1332	74.2317
511.3847	78.0359
512.6362	76.698
513.8878	72.5546
515.1393	76.689
516.3908	88.322
517.6423	70.4967
518.8938	83.2264
520.1453	86.1453
521.3969	81.2147
522.6484	79.8969
523.8999	84.6721
525.1514	89.3074
526.4029	98.2147
527.6544	77.5688
528.9059	85.7578
530.1575	97.2502
531.4089	102.621
532.6605	102.6244
533.912	104.0575
535.1635	110.818
536.415	106.2077
537.6665	109.0774
538.918	106.8246
540.1696	117.1151
541.4211	115.8182
542.6726	105.4668
543.9241	111.6417
545.1756	140.4584
546.4271	141.5019
547.6786	149.433
548.9302	154.4244
550.1817	169.7587
551.4332	200.3553
552.6847	229.6332
553.9362	245.5849
555.1877	276.3454
556.4393	337.0858
557.6907	380.5394
558.9423	460.195
560.1938	541.5445
561.4453	631.5852
562.6968	711.7545
563.9483	742.3213
565.1998	735.1378
566.4514	667.1703
567.7029	572.266
568.9544	453.6299
570.2059	382.4955
571.4574	333.7989
572.7089	278.85
573.9604	231.9889
575.212	200.5464
576.4634	185.0742
577.715	178.3914
578.9665	169.0592
580.218	158.0217
581.4695	146.314
582.721	137.7727
583.9725	136.699
585.2241	138.0975
586.4756	123.4214
587.7271	125.1955
588.9786	111.6056
590.2301	106.5793
591.4816	105.024
592.7332	101.7737
593.9847	104.385
595.2361	107.3638
596.4877	105.3531
597.7392	102.2464
598.9907	96.6069
600.2422	96.0677
601.4937	97.1319
602.7452	92.1553
603.9968	80.9336
605.2483	76.9275
606.4998	91.5633
607.7513	84.5422
609.0028	91.0769
610.2543	95.0472
611.5059	91.8202
612.7574	85.8961
614.0089	82.8169
615.2604	84.1408
616.5119	83.9908
617.7634	80.0039
619.015	88.0266
620.2665	89.2643
621.5179	81.1821
622.7695	76.2786
624.021	81.1162
625.2725	82.4528
626.524	83.2289
627.7755	91.5537
629.027	80.1288
630.2786	75.4866
631.5301	78.9667
632.7816	83.6738
634.0331	83.443
635.2846	79.3837
636.5361	90.007
637.7877	93.7337
639.0392	99.0135
640.2906	89.0789
641.5422	85.0641
642.7937	89.7393
644.0452	92.0053
645.2968	84.9118
646.5482	74.218
647.7997	84.5302
649.0513	74.8684
650.3028	75.4572
651.5543	77.6929
652.8058	92.0316
654.0573	104.0041
655.3088	97.297
656.5604	101.6652
657.8119	94.4242
659.0634	94.8382
660.3149	94.8192
661.5664	100.1395
662.8179	101.0075
664.0695	100.1504
665.3209	105.0032
666.5724	112.8626
667.824	117.6389
669.0755	115.7389
670.327	109.6351
671.5786	127.0408
672.83	131.8755
674.0815	126.5165
675.3331	133.6457
676.5846	152.2164
677.8361	146.0424
679.0876	149.8072
680.3391	160.7477
681.5906	158.3622
682.8422	175.6577
684.0937	189.4288
685.3452	203.8768
686.5967	224.1609
687.8482	233.7845
689.0997	268.2913
690.3513	300.7763
691.6027	344.8111
692.8542	399.4574
694.1058	485.6204
695.3573	586.2374
696.6088	701.7234
697.8603	867.6584
699.1118	1125.4988
700.3633	1507.0775
701.6149	1926.9059
702.8664	2605.7866
704.1179	3404.7805
705.3694	4309.376
706.6209	5243.4272
707.8724	6014.1172
709.124	6409.4146
710.3754	6365.9883
711.627	5891.6421
712.8785	4911.186
714.13	3675.3931
715.3815	2486.5117
716.633	1583.5406
717.8845	1014.8425
719.136	697.5538
720.3876	533.0704
721.6391	436.8785
722.8906	381.2085
724.1421	369.8286
725.3936	352.7914
726.6451	331.7058
727.8967	303.1423
729.1482	262.6562
730.3997	219.1029
731.6512	191.6978
732.9027	173.7037
734.1542	171.2481
735.4058	161.8902
736.6572	143.8499
737.9088	140.3397
739.1603	144.3443
740.4118	140.5529
741.6633	130.1076
742.9148	127.3863
744.1663	121.4227
745.4178	134.3675
746.6694	117.7937
747.9209	121.0076
749.1724	114.5565
750.4239	103.9989
751.6754	103.0258
752.9269	107.7312
754.1785	106.7363
755.4299	103.811
756.6815	109.28
757.933	113.9463
759.1845	100.6855
760.436	97.1776
761.6875	95.9376
762.939	100.4975
764.1906	107.7807
765.4421	83.9959
766.6936	95.4698
767.9451	94.7053
769.1966	85.8353
770.4481	90.4004
771.6996	99.8203
772.9512	108.0457
774.2026	101.8822
775.4542	87.0611
776.7057	94.3672
777.9572	91.0262
779.2087	92.6045
780.4602	83.738
781.7117	96.1848
782.9633	92.7151
784.2148	93.029
785.4663	97.3558
786.7178	93.1885
787.9693	89.1065
789.2208	78.9546
790.4724	92.5088
791.7239	94.4643
792.9754	86.7101
794.2269	93.4347
795.4784	96.7301
796.7299	100.9872
797.9814	108.5543
799.233	105.9281
800.4844	108.0109
801.736	112.7073
802.9875	114.5195
804.239	131.85
805.4905	139.7144
806.742	160.4269
807.9935	206.3102
809.2451	260.2011
810.4966	302.509
811.7481	335.1932
812.9996	328.9328
814.2511	290.0894
815.5026	248.8458
816.7542	204.57
818.0057	158.0597
819.2571	134.2131
820.5087	119.2653
821.7602	103.922
823.0117	112.1875
824.2632	113.7855
825.5147	98.2241
826.7662	107.8224
828.0178	106.2882
829.2693	107.0491
830.5208	98.0797
831.7723	92.6613
833.0238	100.0838
834.2753	109.967
835.5269	113.7719
836.7784	103.2499
838.0298	94.8339
839.2814	115.2369
840.5329	131.2996
841.7844	132.1588
843.0359	133.2404
844.2874	134.3048
845.5389	133.228
846.7905	137.0794
848.042	135.2215
849.2935	142.9335
850.545	125.6455
851.7965	119.3594
853.048	124.1448
854.2996	131.2376
855.5511	143.0613
856.8026	148.2602
858.0541	140.8474
859.3056	141.7801
860.5571	157.5595
861.8087	198.9382
863.0602	199.4977
864.3116	215.6706
865.5632	246.2079
866.8147	283.0759
868.0662	300.1167
869.3177	317.2271
870.5692	363.9416
871.8207	401.6067
873.0723	400.9255
