400	147.3031
401.2515	141.2983
402.503	137.4094
403.7545	133.752
405.0061	131.7195
406.2576	123.5442
407.5091	126.5853
408.7606	127.4234
410.0121	122.5938
411.2636	115.5415
412.5151	111.157
413.7667	110.7715
415.0182	112.2369
416.2697	107.4297
417.5212	107.3323
418.7727	103.7846
420.0242	97.9113
421.2757	96.6629
422.5273	102.8593
423.7788	99.669
425.0303	100.0405
426.2818	94.9281
427.5333	95.9729
428.7848	94.0845
430.0363	89.6627
431.2878	92.3111
432.5394	93.0412
433.7909	83.3675
435.0424	91.6562
436.2939	87.7589
437.5454	84.8919
438.7969	86.1738
440.0484	84.5627
441.3	81.4255
442.5515	79.0071
443.803	80.8072
445.0545	80.1949
446.306	80.2456
447.5575	78.219
448.809	75.6292
450.0606	79.6174
451.3121	75.9
452.5636	74.8026
453.8151	75.3259
455.0666	80.0434
456.3181	83.9772
457.5696	83.0835
458.8212	78.3034
460.0727	74.5381
461.3242	80.1645
462.5757	77.3746
463.8272	74.7424
465.0787	72.331
466.3302	69.01
467.5818	68.3187
468.8333	76.1237
470.0848	69.627
471.3363	70.8017
472.5878	73.3276
473.8393	73.0919
475.0908	70.8459
476.3423	71.4956
477.5939	76.2678
478.8454	70.6388
480.0969	71.5057
481.3484	66.851
482.5999	65.006
483.8514	68.986
485.1029	71.5324
486.3545	68.3179
487.606	68.0419
488.8575	65.4391
490.109	70.2817
491.3605	69.44
492.612	68.8974
493.8635	68.4716
495.1151	69.6119
496.3666	73.0734
497.6181	66.9887
498.8696	71.3304
500.1211	74.1307
501.3726	70.5325
502.6241	68.4723
503.8757	68.8179
505.1272	68.8179
506.3787	69.0215
507.6302	70.5842
508.8817	65.6802
510.1332	70.4361
511.3847	69.7867
512.6363	66.8998
513.8878	65.9159
515.1393	65.6612
516.3908	64.5817
517.6423	74.4075
518.8938	70.6772
520.1453	66.9082
521.3969	68.4614
522.6484	67.8984
523.8999	65.4834
525.1514	70.6399
526.4029	75.8935
527.6544	68.9298
528.9059	66.7336
530.1574	67.9165
531.409	69.073
532.6605	69.6988
533.912	68.4265
535.1635	63.2271
536.415	66.1002
537.6665	74.7795
538.918	70.2153
540.1696	66.8983
541.4211	67.174
542.6726	70.0778
543.9241	73.0492
545.1756	71.4958
546.4271	65.8222
547.6786	66.8766
548.9302	72.0196
550.1817	69.3927
551.4332	65.5234
552.6847	65.5746
553.9362	67.3187
555.1877	68.3035
556.4392	70.4849
557.6908	70.3555
558.9423	66.3567
560.1938	65.2975
561.4453	65.5092
562.6968	67.3063
563.9483	72.1538
565.1998	72.0944
566.4514	68.8617
567.7029	64.9843
568.9544	60.7093
570.2059	63.1155
571.4574	66.4459
572.7089	66.0711
573.9604	64.6042
575.2119	63.5231
576.4635	61.9513
577.715	64.621
578.9665	67.0063
580.218	67.2675
581.4695	65.7464
582.721	66.792
583.9725	71.3421
585.2241	65.4937
586.4756	68.5555
587.7271	64.4131
588.9786	64.5337
590.2301	66.3311
591.4816	66.5905
592.7331	66.7368
593.9847	69.407
595.2362	69.7358
596.4877	68.4225
597.7392	65.0907
598.9907	65.6833
600.2422	70.0545
601.4937	68.7771
602.7453	63.6246
603.9968	64.453
605.2483	65.5271
606.4998	70.9614
607.7513	64.5937
609.0028	63.4645
610.2543	65.1663
611.5059	69.0265
612.7574	69.6872
614.0089	64.6267
615.2604	65.9266
616.5119	67.0652
617.7634	66.0271
619.0149	67.9692
620.2665	68.8179
621.518	69.9043
622.7695	68.0262
624.021	63.3045
625.2725	66.5842
626.524	66.322
627.7755	68.306
629.027	70.8456
630.2786	73.9183
631.5301	71.0586
632.7816	65.6001
634.0331	65.4844
635.2846	69.921
636.5361	64.4317
637.7876	70.1494
639.0392	69.6525
640.2907	70.3018
641.5422	65.1954
642.7937	65.5115
644.0452	70.601
645.2967	65.8452
646.5482	68.4746
647.7998	70.9352
649.0513	73.1556
650.3028	69.5786
651.5543	68.6721
652.8058	71.3674
654.0573	73.6486
655.3088	74.1519
